country,orderDate,productCode,quantityOrdered,priceEach,orderNumber,productLine,productName,extendedPrice,year,month,sortkey
Spain,1/31/2003 0:00,S18_3232,23,165.95,10104,Classic Cars,1992 Ferrari 360 Spider red,3816.85,2003,January,1
Spain,1/31/2003 0:00,S18_4027,38,119.2,10104,Classic Cars,1970 Triumph Spitfire,4529.6,2003,January,1
Spain,1/31/2003 0:00,S24_1444,35,52.02,10104,Classic Cars,1970 Dodge Coronet,1820.7,2003,January,1
Spain,1/31/2003 0:00,S24_2840,44,30.41,10104,Classic Cars,1958 Chevy Corvette Limited Edition,1338.04,2003,January,1
Spain,1/31/2003 0:00,S24_4048,26,106.45,10104,Classic Cars,1992 Porsche Cayenne Turbo Silver,2767.7,2003,January,1
Spain,1/31/2003 0:00,S32_2509,35,51.95,10104,Trucks and Buses,1954 Greyhound Scenicruiser,1818.25,2003,January,1
Spain,1/31/2003 0:00,S32_3207,49,56.55,10104,Trains,1950's Chicago Surface Lines Streetcar,2770.95,2003,January,1
Spain,1/31/2003 0:00,S50_1392,33,114.59,10104,Trucks and Buses,Diamond T620 Semi-Skirted Tanker,3781.47,2003,January,1
Spain,1/31/2003 0:00,S50_1514,32,53.31,10104,Trains,1962 City of Detroit Streetcar,1705.92,2003,January,1
Spain,6/6/2003 0:00,S18_3140,41,120.2,10128,Vintage Cars,1903 Ford Model A,4928.2,2003,June,6
Spain,6/6/2003 0:00,S18_3259,41,80.67,10128,Trains,Collectable Wooden Train,3307.47,2003,June,6
Spain,6/6/2003 0:00,S18_4522,43,77.24,10128,Vintage Cars,1904 Buick Runabout,3321.32,2003,June,6
Spain,6/6/2003 0:00,S700_1938,32,72.75,10128,Ships,The Mayflower,2328,2003,June,6
Spain,6/27/2003 0:00,S18_2581,49,80.26,10133,Planes,P-51-D Mustang,3932.74,2003,June,6
Spain,6/27/2003 0:00,S24_1785,41,109.42,10133,Planes,1928 British Royal Navy Airplane,4486.22,2003,June,6
Spain,6/27/2003 0:00,S24_4278,46,61.58,10133,Planes,1900s Vintage Tri-Plane,2832.68,2003,June,6
Spain,6/27/2003 0:00,S32_1374,23,80.91,10133,Motorcycles,1997 BMW F650 ST,1860.93,2003,June,6
Spain,6/27/2003 0:00,S32_4289,49,67.41,10133,Vintage Cars,1928 Ford Phaeton Deluxe,3303.09,2003,June,6
Spain,6/27/2003 0:00,S50_1341,27,37.09,10133,Vintage Cars,1930 Buick Marquette Phaeton,1001.43,2003,June,6
Spain,6/27/2003 0:00,S700_1691,24,76.73,10133,Planes,American Airlines: B767-300,1841.52,2003,June,6
Spain,6/27/2003 0:00,S700_2834,27,115.09,10133,Planes,ATA: B757-300,3107.43,2003,June,6
Spain,9/28/2003 0:00,S12_1108,20,201.57,10153,Classic Cars,2001 Ferrari Enzo,4031.4,2003,September,9
Spain,9/28/2003 0:00,S12_3148,42,128.42,10153,Classic Cars,1969 Corvair Monza,5393.64,2003,September,9
Spain,9/28/2003 0:00,S12_3891,49,155.72,10153,Classic Cars,1969 Ford Falcon,7630.28,2003,September,9
Spain,9/28/2003 0:00,S18_3140,31,125.66,10153,Vintage Cars,1903 Ford Model A,3895.46,2003,September,9
Spain,9/28/2003 0:00,S18_3259,29,82.69,10153,Trains,Collectable Wooden Train,2398.01,2003,September,9
Spain,9/28/2003 0:00,S18_4522,22,82.5,10153,Vintage Cars,1904 Buick Runabout,1815,2003,September,9
Spain,9/28/2003 0:00,S24_2011,40,111.83,10153,Ships,18th century schooner,4473.2,2003,September,9
Spain,9/28/2003 0:00,S50_1514,31,53.31,10153,Trains,1962 City of Detroit Streetcar,1652.61,2003,September,9
Spain,9/28/2003 0:00,S700_1138,43,58,10153,Ships,The Schooner Bluenose,2494,2003,September,9
Spain,9/28/2003 0:00,S700_1938,31,80.55,10153,Ships,The Mayflower,2497.05,2003,September,9
Spain,9/28/2003 0:00,S700_3505,50,87.15,10153,Ships,The Titanic,4357.5,2003,September,9
Spain,9/28/2003 0:00,S700_3962,20,85.41,10153,Ships,The Queen Mary,1708.2,2003,September,9
Spain,9/28/2003 0:00,S72_3212,50,51.87,10153,Ships,Pont Yacht,2593.5,2003,September,9
Spain,10/8/2003 0:00,S50_1341,20,43.64,10156,Vintage Cars,1930 Buick Marquette Phaeton,872.8,2003,October,10
Spain,10/8/2003 0:00,S700_1691,48,77.64,10156,Planes,American Airlines: B767-300,3726.72,2003,October,10
Spain,11/19/2003 0:00,S24_2360,42,58.87,10190,Motorcycles,1982 Ducati 900 Monster,2472.54,2003,November,11
Spain,11/19/2003 0:00,S32_2206,46,38.62,10190,Motorcycles,1982 Ducati 996 R,1776.52,2003,November,11
Spain,11/19/2003 0:00,S32_4485,42,89.8,10190,Motorcycles,1974 Ducati 350 Mk3 Desmo,3771.6,2003,November,11
Spain,11/19/2003 0:00,S50_4713,40,67.53,10190,Motorcycles,2002 Yamaha YZR M1,2701.2,2003,November,11
Spain,12/2/2003 0:00,S12_1099,20,161.49,10203,Classic Cars,1968 Ford Mustang,3229.8,2003,December,12
Spain,12/2/2003 0:00,S12_3380,20,111.57,10203,Classic Cars,1968 Dodge Charger,2231.4,2003,December,12
Spain,12/2/2003 0:00,S12_3990,44,63.84,10203,Classic Cars,1970 Plymouth Hemi Cuda,2808.96,2003,December,12
Spain,12/2/2003 0:00,S12_4675,47,115.16,10203,Classic Cars,1969 Dodge Charger,5412.52,2003,December,12
Spain,12/2/2003 0:00,S18_1889,45,73.15,10203,Classic Cars,1948 Porsche 356-A Roadster,3291.75,2003,December,12
Spain,12/2/2003 0:00,S18_3232,48,157.49,10203,Classic Cars,1992 Ferrari 360 Spider red,7559.52,2003,December,12
Spain,12/2/2003 0:00,S18_3278,33,66.74,10203,Classic Cars,1969 Dodge Super Bee,2202.42,2003,December,12
Spain,12/2/2003 0:00,S18_3482,32,127.88,10203,Classic Cars,1976 Ford Gran Torino,4092.16,2003,December,12
Spain,12/2/2003 0:00,S24_2972,21,33.23,10203,Classic Cars,1982 Lamborghini Diablo,697.83,2003,December,12
Spain,12/2/2003 0:00,S24_3371,34,56.94,10203,Classic Cars,1971 Alpine Renault 1600s,1935.96,2003,December,12
Spain,12/2/2003 0:00,S24_3856,47,140.43,10203,Classic Cars,1956 Porsche 356A Coupe,6600.21,2003,December,12
Spain,12/3/2003 0:00,S18_1342,36,98.63,10205,Vintage Cars,1937 Lincoln Berline,3550.68,2003,December,12
Spain,12/3/2003 0:00,S18_1367,48,45.82,10205,Vintage Cars,1936 Mercedes-Benz 500K Special Roadster,2199.36,2003,December,12
Spain,12/3/2003 0:00,S18_2795,40,138.38,10205,Vintage Cars,1928 Mercedes-Benz SSK,5535.2,2003,December,12
Spain,12/3/2003 0:00,S24_1937,32,27.88,10205,Vintage Cars,1939 Chevrolet Deluxe Coupe,892.16,2003,December,12
Spain,12/3/2003 0:00,S24_2022,24,36.74,10205,Vintage Cars,1938 Cadillac V-16 Presidential Limousine,881.76,2003,December,12
Spain,1/16/2004 0:00,S12_3380,39,99.82,10212,Classic Cars,1968 Dodge Charger,3892.98,2004,January,1
Spain,1/16/2004 0:00,S12_4675,33,110.55,10212,Classic Cars,1969 Dodge Charger,3648.15,2004,January,1
Spain,1/16/2004 0:00,S18_1129,29,117.48,10212,Classic Cars,1993 Mazda RX-7,3406.92,2004,January,1
Spain,1/16/2004 0:00,S18_1589,38,105.77,10212,Classic Cars,1965 Aston Martin DB5,4019.26,2004,January,1
Spain,1/16/2004 0:00,S18_1889,20,64.68,10212,Classic Cars,1948 Porsche 356-A Roadster,1293.6,2004,January,1
Spain,1/16/2004 0:00,S18_1984,41,133.72,10212,Classic Cars,1995 Honda Civic,5482.52,2004,January,1
Spain,1/16/2004 0:00,S18_2870,40,117.48,10212,Classic Cars,1999 Indy 500 Monte Carlo SS,4699.2,2004,January,1
Spain,1/16/2004 0:00,S18_3232,40,155.79,10212,Classic Cars,1992 Ferrari 360 Spider red,6231.6,2004,January,1
Spain,1/16/2004 0:00,S18_3685,45,115.85,10212,Classic Cars,1948 Porsche Type 356 Roadster,5213.25,2004,January,1
Spain,1/16/2004 0:00,S24_1046,41,61.73,10212,Classic Cars,1970 Chevy Chevelle SS 454,2530.93,2004,January,1
Spain,1/16/2004 0:00,S24_1628,45,43.27,10212,Classic Cars,1966 Shelby Cobra 427 S/C,1947.15,2004,January,1
Spain,1/16/2004 0:00,S24_2766,45,81.78,10212,Classic Cars,1949 Jaguar XK 120,3680.1,2004,January,1
Spain,1/16/2004 0:00,S24_2972,34,37.38,10212,Classic Cars,1982 Lamborghini Diablo,1270.92,2004,January,1
Spain,1/16/2004 0:00,S24_3191,27,77.91,10212,Classic Cars,1969 Chevrolet Camaro Z28,2103.57,2004,January,1
Spain,1/16/2004 0:00,S24_3432,46,100.66,10212,Classic Cars,2002 Chevy Corvette,4630.36,2004,January,1
Spain,1/16/2004 0:00,S24_3856,49,117.96,10212,Classic Cars,1956 Porsche 356A Coupe,5780.04,2004,January,1
Spain,4/29/2004 0:00,S18_1342,40,99.66,10244,Vintage Cars,1937 Lincoln Berline,3986.4,2004,April,4
Spain,4/29/2004 0:00,S18_1367,20,48.52,10244,Vintage Cars,1936 Mercedes-Benz 500K Special Roadster,970.4,2004,April,4
Spain,4/29/2004 0:00,S18_2795,43,141.75,10244,Vintage Cars,1928 Mercedes-Benz SSK,6095.25,2004,April,4
Spain,4/29/2004 0:00,S18_2949,30,87.13,10244,Vintage Cars,1913 Ford Model T Speedster,2613.9,2004,April,4
Spain,4/29/2004 0:00,S18_2957,24,54.96,10244,Vintage Cars,1934 Ford V8 Coupe,1319.04,2004,April,4
Spain,4/29/2004 0:00,S18_3136,29,85.87,10244,Vintage Cars,18th Century Vintage Horse Carriage,2490.23,2004,April,4
Spain,4/29/2004 0:00,S18_3320,36,87.3,10244,Vintage Cars,1917 Maxwell Touring Car,3142.8,2004,April,4
Spain,4/29/2004 0:00,S24_2022,39,42.11,10244,Vintage Cars,1938 Cadillac V-16 Presidential Limousine,1642.29,2004,April,4
Spain,4/29/2004 0:00,S24_4258,40,97.39,10244,Vintage Cars,1936 Chrysler Airflow,3895.6,2004,April,4
Spain,5/5/2004 0:00,S12_4473,46,99.54,10246,Trucks and Buses,1957 Chevy Pickup,4578.84,2004,May,5
Spain,5/5/2004 0:00,S18_2238,40,144.08,10246,Classic Cars,1998 Chrysler Plymouth Prowler,5763.2,2004,May,5
Spain,5/5/2004 0:00,S18_2319,22,100.64,10246,Trucks and Buses,1964 Mercedes Tour Bus,2214.08,2004,May,5
Spain,5/5/2004 0:00,S18_2432,30,57.73,10246,Trucks and Buses,1926 Ford Fire Engine,1731.9,2004,May,5
Spain,5/5/2004 0:00,S18_3232,36,145.63,10246,Classic Cars,1992 Ferrari 360 Spider red,5242.68,2004,May,5
Spain,5/5/2004 0:00,S24_1444,44,46.24,10246,Classic Cars,1970 Dodge Coronet,2034.56,2004,May,5
Spain,5/5/2004 0:00,S24_2300,29,118.84,10246,Trucks and Buses,1962 Volkswagen Microbus,3446.36,2004,May,5
Spain,5/5/2004 0:00,S24_2840,49,34.65,10246,Classic Cars,1958 Chevy Corvette Limited Edition,1697.85,2004,May,5
Spain,5/5/2004 0:00,S24_4048,46,100.54,10246,Classic Cars,1992 Porsche Cayenne Turbo Silver,4624.84,2004,May,5
Spain,5/5/2004 0:00,S32_2509,35,45.45,10246,Trucks and Buses,1954 Greyhound Scenicruiser,1590.75,2004,May,5
Spain,5/5/2004 0:00,S50_1392,22,113.44,10246,Trucks and Buses,Diamond T620 Semi-Skirted Tanker,2495.68,2004,May,5
Spain,6/24/2004 0:00,S18_1662,49,157.69,10262,Planes,1980s Black Hawk Helicopter,7726.81,2004,June,6
Spain,6/24/2004 0:00,S18_3029,32,81.72,10262,Ships,1999 Yamaha Speed Boat,2615.04,2004,June,6
Spain,6/24/2004 0:00,S18_3856,34,85.75,10262,Vintage Cars,1941 Chevrolet Special Deluxe Cabriolet,2915.5,2004,June,6
Spain,6/24/2004 0:00,S24_1785,34,98.48,10262,Planes,1928 British Royal Navy Airplane,3348.32,2004,June,6
Spain,6/24/2004 0:00,S24_2841,24,63.71,10262,Planes,1900s Vintage Bi-Plane,1529.04,2004,June,6
Spain,6/24/2004 0:00,S24_3420,46,65.75,10262,Vintage Cars,1937 Horch 930V Limousine,3024.5,2004,June,6
Spain,6/24/2004 0:00,S24_3816,49,82.18,10262,Vintage Cars,1940 Ford Delivery Sedan,4026.82,2004,June,6
Spain,6/24/2004 0:00,S24_3949,48,58.69,10262,Planes,Corsair F4U ( Bird Cage),2817.12,2004,June,6
Spain,6/24/2004 0:00,S32_4289,40,63.97,10262,Vintage Cars,1928 Ford Phaeton Deluxe,2558.8,2004,June,6
Spain,6/24/2004 0:00,S50_1341,49,35.78,10262,Vintage Cars,1930 Buick Marquette Phaeton,1753.22,2004,June,6
Spain,6/24/2004 0:00,S700_1691,40,87.69,10262,Planes,American Airlines: B767-300,3507.6,2004,June,6
Spain,6/24/2004 0:00,S700_2047,44,83.28,10262,Ships,HMS Bounty,3664.32,2004,June,6
Spain,6/24/2004 0:00,S700_2466,33,81.77,10262,Planes,America West Airlines B757-200,2698.41,2004,June,6
Spain,6/24/2004 0:00,S700_3167,27,64.8,10262,Planes,F/A 18 Hornet 1/72,1749.6,2004,June,6
Spain,6/24/2004 0:00,S700_4002,35,64.41,10262,Planes,American Airlines: MD-11S,2254.35,2004,June,6
Spain,6/24/2004 0:00,S72_1253,21,41.71,10262,Planes,Boeing X-32A JSF,875.91,2004,June,6
Spain,8/9/2004 0:00,S18_4933,26,68.42,10279,Classic Cars,1957 Ford Thunderbird,1778.92,2004,August,8
Spain,8/9/2004 0:00,S24_1046,32,68.35,10279,Classic Cars,1970 Chevy Chevelle SS 454,2187.2,2004,August,8
Spain,8/9/2004 0:00,S24_2766,49,76.33,10279,Classic Cars,1949 Jaguar XK 120,3740.17,2004,August,8
Spain,8/9/2004 0:00,S24_2887,48,106.87,10279,Classic Cars,1952 Citroen-15CV,5129.76,2004,August,8
Spain,8/9/2004 0:00,S24_3191,33,78.76,10279,Classic Cars,1969 Chevrolet Camaro Z28,2599.08,2004,August,8
Spain,8/9/2004 0:00,S24_3432,48,95.3,10279,Classic Cars,2002 Chevy Corvette,4574.4,2004,August,8
Spain,10/16/2004 0:00,S18_1589,29,124.44,10311,Classic Cars,1965 Aston Martin DB5,3608.76,2004,October,10
Spain,10/16/2004 0:00,S18_2870,43,114.84,10311,Classic Cars,1999 Indy 500 Monte Carlo SS,4938.12,2004,October,10
Spain,10/16/2004 0:00,S18_3685,32,134.22,10311,Classic Cars,1948 Porsche Type 356 Roadster,4295.04,2004,October,10
Spain,10/16/2004 0:00,S18_4409,41,92.03,10311,Vintage Cars,1932 Alfa Romeo 8C2300 Spider Sport,3773.23,2004,October,10
Spain,10/16/2004 0:00,S18_4933,25,66.99,10311,Classic Cars,1957 Ford Thunderbird,1674.75,2004,October,10
Spain,10/16/2004 0:00,S24_1046,26,70.55,10311,Classic Cars,1970 Chevy Chevelle SS 454,1834.3,2004,October,10
Spain,10/16/2004 0:00,S24_1628,45,48.8,10311,Classic Cars,1966 Shelby Cobra 427 S/C,2196,2004,October,10
Spain,10/16/2004 0:00,S24_2766,28,89.05,10311,Classic Cars,1949 Jaguar XK 120,2493.4,2004,October,10
Spain,10/16/2004 0:00,S24_2887,43,116.27,10311,Classic Cars,1952 Citroen-15CV,4999.61,2004,October,10
Spain,10/16/2004 0:00,S24_3191,25,85.61,10311,Classic Cars,1969 Chevrolet Camaro Z28,2140.25,2004,October,10
Spain,10/16/2004 0:00,S24_3432,46,91.02,10311,Classic Cars,2002 Chevy Corvette,4186.92,2004,October,10
Spain,12/2/2004 0:00,S10_4757,26,110.16,10350,Classic Cars,1972 Alfa Romeo GTA,2864.16,2004,December,12
Spain,12/2/2004 0:00,S18_3029,43,84.3,10350,Ships,1999 Yamaha Speed Boat,3624.9,2004,December,12
Spain,12/2/2004 0:00,S18_3140,44,135.22,10350,Vintage Cars,1903 Ford Model A,5949.68,2004,December,12
Spain,12/2/2004 0:00,S18_3259,41,94.79,10350,Trains,Collectable Wooden Train,3886.39,2004,December,12
Spain,12/2/2004 0:00,S18_4522,30,70.22,10350,Vintage Cars,1904 Buick Runabout,2106.6,2004,December,12
Spain,12/2/2004 0:00,S24_2011,34,98.31,10350,Ships,18th century schooner,3342.54,2004,December,12
Spain,12/2/2004 0:00,S24_3151,30,86.74,10350,Vintage Cars,1912 Ford Model T Delivery Wagon,2602.2,2004,December,12
Spain,12/2/2004 0:00,S24_3816,25,77.15,10350,Vintage Cars,1940 Ford Delivery Sedan,1928.75,2004,December,12
Spain,12/2/2004 0:00,S32_3207,27,61.52,10350,Trains,1950's Chicago Surface Lines Streetcar,1661.04,2004,December,12
Spain,12/2/2004 0:00,S50_1392,31,104.18,10350,Trucks and Buses,Diamond T620 Semi-Skirted Tanker,3229.58,2004,December,12
Spain,12/2/2004 0:00,S50_1514,44,56.82,10350,Trains,1962 City of Detroit Streetcar,2500.08,2004,December,12
Spain,12/2/2004 0:00,S700_1138,46,56,10350,Ships,The Schooner Bluenose,2576,2004,December,12
Spain,12/2/2004 0:00,S700_1938,28,76.22,10350,Ships,The Mayflower,2134.16,2004,December,12
Spain,12/2/2004 0:00,S700_2610,29,68.67,10350,Ships,The USS Constitution Ship,1991.43,2004,December,12
Spain,12/2/2004 0:00,S700_3505,31,87.15,10350,Ships,The Titanic,2701.65,2004,December,12
Spain,12/2/2004 0:00,S700_3962,25,97.32,10350,Ships,The Queen Mary,2433,2004,December,12
Spain,12/2/2004 0:00,S72_3212,20,48.05,10350,Ships,Pont Yacht,961,2004,December,12
Spain,12/7/2004 0:00,S18_3482,23,117.59,10355,Classic Cars,1976 Ford Gran Torino,2704.57,2004,December,12
Spain,12/7/2004 0:00,S18_3782,31,60.3,10355,Motorcycles,1957 Vespa GS150,1869.3,2004,December,12
Spain,12/7/2004 0:00,S18_4721,25,124.99,10355,Classic Cars,1957 Corvette Convertible,3124.75,2004,December,12
Spain,12/7/2004 0:00,S24_2360,41,56.1,10355,Motorcycles,1982 Ducati 900 Monster,2300.1,2004,December,12
Spain,12/7/2004 0:00,S24_2972,36,37.38,10355,Classic Cars,1982 Lamborghini Diablo,1345.68,2004,December,12
Spain,12/7/2004 0:00,S24_3371,44,60.62,10355,Classic Cars,1971 Alpine Renault 1600s,2667.28,2004,December,12
Spain,12/7/2004 0:00,S24_3856,32,137.62,10355,Classic Cars,1956 Porsche 356A Coupe,4403.84,2004,December,12
Spain,12/7/2004 0:00,S24_4620,28,75.18,10355,Classic Cars,1961 Chevrolet Impala,2105.04,2004,December,12
Spain,12/7/2004 0:00,S32_2206,38,32.99,10355,Motorcycles,1982 Ducati 996 R,1253.62,2004,December,12
Spain,12/7/2004 0:00,S32_4485,40,93.89,10355,Motorcycles,1974 Ducati 350 Mk3 Desmo,3755.6,2004,December,12
Spain,12/10/2004 0:00,S12_3148,49,129.93,10358,Classic Cars,1969 Corvair Monza,6366.57,2004,December,12
Spain,12/10/2004 0:00,S12_4473,42,98.36,10358,Trucks and Buses,1957 Chevy Pickup,4131.12,2004,December,12
Spain,12/10/2004 0:00,S18_2238,20,142.45,10358,Classic Cars,1998 Chrysler Plymouth Prowler,2849,2004,December,12
Spain,12/10/2004 0:00,S18_2319,20,99.41,10358,Trucks and Buses,1964 Mercedes Tour Bus,1988.2,2004,December,12
Spain,12/10/2004 0:00,S18_3232,32,137.17,10358,Classic Cars,1992 Ferrari 360 Spider red,4389.44,2004,December,12
Spain,12/10/2004 0:00,S18_4027,25,117.77,10358,Classic Cars,1970 Triumph Spitfire,2944.25,2004,December,12
Spain,12/10/2004 0:00,S18_4668,30,46.29,10358,Vintage Cars,1939 Cadillac Limousine,1388.7,2004,December,12
Spain,12/10/2004 0:00,S24_1444,44,56.07,10358,Classic Cars,1970 Dodge Coronet,2467.08,2004,December,12
Spain,12/10/2004 0:00,S24_2300,41,127.79,10358,Trucks and Buses,1962 Volkswagen Microbus,5239.39,2004,December,12
Spain,12/10/2004 0:00,S24_2840,36,33.59,10358,Classic Cars,1958 Chevy Corvette Limited Edition,1209.24,2004,December,12
Spain,12/10/2004 0:00,S24_4258,41,88.62,10358,Vintage Cars,1936 Chrysler Airflow,3633.42,2004,December,12
Spain,12/10/2004 0:00,S32_1268,41,82.83,10358,Trucks and Buses,1980’s GM Manhattan Express,3396.03,2004,December,12
Spain,12/10/2004 0:00,S32_3522,36,51.71,10358,Trucks and Buses,1996 Peterbilt 379 Stake Bed with Outrigger,1861.56,2004,December,12
Spain,12/10/2004 0:00,S700_2824,27,85.98,10358,Classic Cars,1982 Camaro Z28,2321.46,2004,December,12
Spain,2/10/2005 0:00,S18_1589,34,121.95,10378,Classic Cars,1965 Aston Martin DB5,4146.3,2005,February,2
Spain,2/10/2005 0:00,S18_3278,22,66.74,10378,Classic Cars,1969 Dodge Super Bee,1468.28,2005,February,2
Spain,2/10/2005 0:00,S18_3482,43,146.99,10378,Classic Cars,1976 Ford Gran Torino,6320.57,2005,February,2
Spain,2/10/2005 0:00,S18_3782,28,60.3,10378,Motorcycles,1957 Vespa GS150,1688.4,2005,February,2
Spain,2/10/2005 0:00,S18_4721,49,122.02,10378,Classic Cars,1957 Corvette Convertible,5978.98,2005,February,2
Spain,2/10/2005 0:00,S24_2972,41,30.59,10378,Classic Cars,1982 Lamborghini Diablo,1254.19,2005,February,2
Spain,2/10/2005 0:00,S24_3371,46,52.66,10378,Classic Cars,1971 Alpine Renault 1600s,2422.36,2005,February,2
Spain,2/10/2005 0:00,S24_3856,33,129.2,10378,Classic Cars,1956 Porsche 356A Coupe,4263.6,2005,February,2
Spain,2/10/2005 0:00,S24_4620,41,80.84,10378,Classic Cars,1961 Chevrolet Impala,3314.44,2005,February,2
Spain,2/10/2005 0:00,S32_2206,40,35.8,10378,Motorcycles,1982 Ducati 996 R,1432,2005,February,2
Spain,2/10/2005 0:00,S18_1749,39,156.4,10379,Vintage Cars,1917 Grand Touring Sedan,6099.6,2005,February,2
Spain,2/10/2005 0:00,S18_2248,27,50.85,10379,Vintage Cars,1911 Ford Town Car,1372.95,2005,February,2
Spain,2/10/2005 0:00,S18_2870,29,113.52,10379,Classic Cars,1999 Indy 500 Monte Carlo SS,3292.08,2005,February,2
Spain,2/10/2005 0:00,S18_3685,32,134.22,10379,Classic Cars,1948 Porsche Type 356 Roadster,4295.04,2005,February,2
Spain,2/10/2005 0:00,S24_1628,32,48.8,10379,Classic Cars,1966 Shelby Cobra 427 S/C,1561.6,2005,February,2
Spain,2/16/2005 0:00,S18_1342,27,88.36,10380,Vintage Cars,1937 Lincoln Berline,2385.72,2005,February,2
Spain,2/16/2005 0:00,S18_2325,40,119.5,10380,Vintage Cars,1932 Model A Ford J-Coupe,4780,2005,February,2
Spain,2/16/2005 0:00,S18_2795,21,156.94,10380,Vintage Cars,1928 Mercedes-Benz SSK,3295.74,2005,February,2
Spain,2/16/2005 0:00,S18_4409,32,78.23,10380,Vintage Cars,1932 Alfa Romeo 8C2300 Spider Sport,2503.36,2005,February,2
Spain,2/16/2005 0:00,S18_4933,24,66.99,10380,Classic Cars,1957 Ford Thunderbird,1607.76,2005,February,2
Spain,2/16/2005 0:00,S24_1046,34,66.88,10380,Classic Cars,1970 Chevy Chevelle SS 454,2273.92,2005,February,2
Spain,2/16/2005 0:00,S24_1937,32,29.87,10380,Vintage Cars,1939 Chevrolet Deluxe Coupe,955.84,2005,February,2
Spain,2/16/2005 0:00,S24_2022,27,37.63,10380,Vintage Cars,1938 Cadillac V-16 Presidential Limousine,1016.01,2005,February,2
Spain,2/16/2005 0:00,S24_2766,36,77.24,10380,Classic Cars,1949 Jaguar XK 120,2780.64,2005,February,2
Spain,2/16/2005 0:00,S24_2887,44,111.57,10380,Classic Cars,1952 Citroen-15CV,4909.08,2005,February,2
Spain,2/16/2005 0:00,S24_3191,44,77.05,10380,Classic Cars,1969 Chevrolet Camaro Z28,3390.2,2005,February,2
Spain,2/16/2005 0:00,S24_3432,34,91.02,10380,Classic Cars,2002 Chevy Corvette,3094.68,2005,February,2
Spain,2/16/2005 0:00,S24_3969,43,32.82,10380,Vintage Cars,1936 Mercedes Benz 500k Roadster,1411.26,2005,February,2
Spain,2/22/2005 0:00,S18_2319,27,119.05,10383,Trucks and Buses,1964 Mercedes Tour Bus,3214.35,2005,February,2
Spain,2/22/2005 0:00,S18_3140,24,125.66,10383,Vintage Cars,1903 Ford Model A,3015.84,2005,February,2
Spain,2/22/2005 0:00,S18_3232,47,155.79,10383,Classic Cars,1992 Ferrari 360 Spider red,7322.13,2005,February,2
Spain,2/22/2005 0:00,S18_3259,26,83.7,10383,Trains,Collectable Wooden Train,2176.2,2005,February,2
Spain,2/22/2005 0:00,S18_4027,38,137.88,10383,Classic Cars,1970 Triumph Spitfire,5239.44,2005,February,2
Spain,2/22/2005 0:00,S18_4522,28,77.24,10383,Vintage Cars,1904 Buick Runabout,2162.72,2005,February,2
Spain,2/22/2005 0:00,S24_1444,22,52.6,10383,Classic Cars,1970 Dodge Coronet,1157.2,2005,February,2
Spain,2/22/2005 0:00,S24_2840,40,33.24,10383,Classic Cars,1958 Chevy Corvette Limited Edition,1329.6,2005,February,2
Spain,2/22/2005 0:00,S24_4048,21,117.1,10383,Classic Cars,1992 Porsche Cayenne Turbo Silver,2459.1,2005,February,2
Spain,2/22/2005 0:00,S32_2509,32,53.57,10383,Trucks and Buses,1954 Greyhound Scenicruiser,1714.24,2005,February,2
Spain,2/22/2005 0:00,S32_3207,44,55.93,10383,Trains,1950's Chicago Surface Lines Streetcar,2460.92,2005,February,2
Spain,2/22/2005 0:00,S50_1392,29,94.92,10383,Trucks and Buses,Diamond T620 Semi-Skirted Tanker,2752.68,2005,February,2
Spain,2/22/2005 0:00,S50_1514,38,48.62,10383,Trains,1962 City of Detroit Streetcar,1847.56,2005,February,2
Spain,3/1/2005 0:00,S18_1662,25,130.88,10386,Planes,1980s Black Hawk Helicopter,3272,2005,March,3
Spain,3/1/2005 0:00,S18_2581,21,72.65,10386,Planes,P-51-D Mustang,1525.65,2005,March,3
Spain,3/1/2005 0:00,S18_3029,37,73.12,10386,Ships,1999 Yamaha Speed Boat,2705.44,2005,March,3
Spain,3/1/2005 0:00,S18_3856,22,100.58,10386,Vintage Cars,1941 Chevrolet Special Deluxe Cabriolet,2212.76,2005,March,3
Spain,3/1/2005 0:00,S24_1785,33,101.76,10386,Planes,1928 British Royal Navy Airplane,3358.08,2005,March,3
Spain,3/1/2005 0:00,S24_2841,39,56.86,10386,Planes,1900s Vintage Bi-Plane,2217.54,2005,March,3
Spain,3/1/2005 0:00,S24_3420,35,54.57,10386,Vintage Cars,1937 Horch 930V Limousine,1909.95,2005,March,3
Spain,3/1/2005 0:00,S24_3949,41,55.96,10386,Planes,Corsair F4U ( Bird Cage),2294.36,2005,March,3
Spain,3/1/2005 0:00,S24_4278,50,71.73,10386,Planes,1900s Vintage Tri-Plane,3586.5,2005,March,3
Spain,3/1/2005 0:00,S700_2047,29,85.09,10386,Ships,HMS Bounty,2467.61,2005,March,3
Spain,3/1/2005 0:00,S700_2466,37,90.75,10386,Planes,America West Airlines B757-200,3357.75,2005,March,3
Spain,3/1/2005 0:00,S700_2610,37,67.22,10386,Ships,The USS Constitution Ship,2487.14,2005,March,3
Spain,3/1/2005 0:00,S700_3167,32,68,10386,Planes,F/A 18 Hornet 1/72,2176,2005,March,3
Spain,3/1/2005 0:00,S700_3505,45,83.14,10386,Ships,The Titanic,3741.3,2005,March,3
Spain,3/1/2005 0:00,S700_3962,30,80.44,10386,Ships,The Queen Mary,2413.2,2005,March,3
